Date,FRAK
2017-05-25,143.9487762451172
2017-05-26,144.81887817382812
2017-05-30,141.04852294921875
2017-05-31,139.50173950195312
2017-06-01,140.66183471679688
2017-06-02,137.76158142089844
2017-06-05,137.8582763671875
2017-06-06,139.79176330566406
2017-06-07,134.66799926757812
2017-06-08,133.50791931152344
2017-06-09,136.98818969726562
2017-06-12,138.92169189453125
2017-06-13,141.04852294921875
2017-06-14,136.79486083984375
2017-06-15,132.8311767578125
2017-06-16,134.66799926757812
2017-06-19,133.8946075439453
2017-06-20,131.8644256591797
2017-06-21,128.77084350585938
2017-06-22,129.35089111328125
2017-06-23,131.3810577392578
2017-06-26,131.76776123046875
2017-06-27,131.28439331054688
2017-06-28,132.44448852539062
2017-06-29,134.3779754638672
2017-06-30,135.15138244628906
2017-07-03,138.1482696533203
2017-07-05,133.41122436523438
2017-07-06,130.80101013183594
2017-07-07,129.73757934570312
2017-07-10,131.57440185546875
2017-07-11,132.8311767578125
2017-07-12,133.41122436523438
2017-07-13,134.76466369628906
2017-07-14,135.634765625
2017-07-17,135.73143005371094
2017-07-18,134.76466369628906
2017-07-19,139.2117156982422
2017-07-20,137.95494079589844
2017-07-21,135.82809448242188
2017-07-24,135.634765625
2017-07-25,139.79176330566406
2017-07-26,140.275146484375
2017-07-27,141.4352264404297
2017-07-28,140.9518585205078
2017-07-31,139.888427734375
2017-08-01,137.8582763671875
2017-08-02,134.76466369628906
2017-08-03,130.22096252441406
2017-08-04,133.02452087402344
2017-08-07,130.70433044433594
2017-08-08,130.80101013183594
2017-08-09,130.89768981933594
2017-08-10,129.4475555419922
2017-08-11,129.5442352294922
2017-08-14,127.41738891601562
2017-08-15,126.74066925048828
2017-08-16,125.38721466064453
2017-08-17,123.8404312133789
2017-08-18,124.90384674072266
2017-08-21,123.7437515258789
2017-08-22,124.61381530761719
2017-08-23,125.96726989746094
2017-08-24,125.58055877685547
2017-08-25,125.1938705444336
2017-08-28,123.35704803466797
2017-08-29,123.8404312133789
2017-08-30,123.55040740966797
2017-08-31,126.2573013305664
2017-09-01,127.5140609741211
2017-09-05,128.0941162109375
2017-09-06,130.12429809570312
